"unit","indicator","available_nuts_levels","unit_name","description","eurostat_code","title","geo","values","method","code13","code16","name","nuts_level","change","resolution","nuts_2016","nuts_2013","data_start","data_end","last_update_of_data","last_table_structure_change","retrieve_date","last_change","type"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ES62",28928.41,"actual","ES62","ES62","Región de Murcia",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ES63",1689.62,"actual","ES63","ES63","Ciudad Autónoma de Ceuta",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ES64",1513.27,"actual","ES64","ES64","Ciudad Autónoma de Melilla",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ES70",42502.53,"actual","ES70","ES70","Canarias",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FI19",37438.56,"actual","FI19","FI19","Länsi-Suomi",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FI1B",63717.82,"actual","FI1B","FI1B","Helsinki-Uusimaa",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FI1C",30989.89,"actual","FI1C","FI1C","Etelä-Suomi",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FI1D",32538.21,"actual","FI1D","FI1D","Pohjois- ja Itä-Suomi",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FI20",1090.81,"actual","FI20","FI20","Åland",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FR10",623900.12,"nocb actual [2015]","FR10","FR10","Ile-de-France",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRB0",65295.48,"nocb actual [2015]","FR24","FRB0","Centre — Val de Loire",2,"recoded and relabelled","FRB0=FR24",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRC1",41531.11,"nocb actual [2015]","FR26","FRC1","Bourgogne",2,"recoded","FRC1=FR26",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRC2",27338.71,"nocb actual [2015]","FR43","FRC2","Franche-Comté",2,"recoded","FRC2=FR43",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRD1",35963.12,"nocb actual [2015]","FR25","FRD1","Basse-Normandie",2,"recoded","FRD1=FRFR25",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRD2",49395.85,"nocb actual [2015]","FR23","FRD2","Haute-Normandie",2,"recoded","FRD2=FR23",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRE1",101280.92,"nocb actual [2015]","FR30","FRE1","Nord-Pas de Calais",2,"recoded","FRE1=FR30",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRE2",44982.34,"nocb actual [2015]","FR22","FRE2","Picardie",2,"recoded","FRE2=FR22",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRF1",52728.48,"nocb actual [2015]","FR42","FRF1","Alsace",2,"recoded","FRF1=FR42",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRF2",34723.82,"nocb actual [2015]","FR21","FRF2","Champagne-Ardenne",2,"recoded","FRF2=FR21",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRF3",53756.3,"nocb actual [2015]","FR41","FRF3","Lorraine",2,"recoded","FRF3=FR41",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRG0",102238.56,"nocb actual [2015]","FR51","FRG0","Pays de la Loire",2,"recoded","FRG0=FR51",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRH0",84983.36,"nocb actual [2015]","FR52","FRH0","Bretagne",2,"recoded","FRH0=FR52",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRI1",89960.01,"nocb actual [2015]","FR61","FRI1","Aquitaine",2,"recoded","FRI1=FR61",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRI2",16911.72,"nocb actual [2015]","FR63","FRI2","Limousin",2,"recoded","FRI2=FR63",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRI3",44806.44,"nocb actual [2015]","FR53","FRI3","Poitou-Charentes",2,"recoded","FRI3=FR53",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRJ1",63482.32,"nocb actual [2015]","FR81","FRJ1","Languedoc-Roussillon",2,"recoded","FRJ1=FR81",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRJ2",84649.36,"nocb actual [2015]","FR62","FRJ2","Midi-Pyrénées",2,"recoded","FRJ2=FR62",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRK1",33986.95,"nocb actual [2015]","FR72","FRK1","Auvergne",2,"recoded","FRK1=FR72",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRK2",198631.51,"nocb actual [2015]","FR71","FRK2","Rhône-Alpes",2,"recoded","FRK2=FR71",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRL0",143255.24,"nocb actual [2015]","FR82","FRL0","Provence-Alpes-Côte d’Azur",2,"recoded","FRL0=FR82",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRM0",8146.11,"nocb actual [2015]","FR83","FRM0","Corse",2,"recoded","FRM0=FR83",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRY1",9040.37,"nocb actual [2015]","FRA1","FRY1","Guadeloupe",2,"recoded","FRY1=FRA1",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRY2",8636.57,"nocb actual [2015]","FRA2","FRY2","Martinique",2,"recoded","FRY2=FRA2",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRY3",4129.27,"nocb actual [2015]","FRA3","FRY3","Guyane",2,"recoded","FRY3=FRA3",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRY4",17082.04,"nocb actual [2015]","FRA4","FRY4","La Réunion",2,"recoded","FRY4=FRA4",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","FRY5",2146.44,"nocb actual [2015]","FRA5","FRY5","Mayotte",2,"recoded","FRY5=FRA5",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HR03",21616.16,"actual","HR03","HR03","Jadranska Hrvatska",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HR04",46456.97,"actual","HR04","HR04","Kontinentalna Hrvatska",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HU11",66074.51,"actual",NA,"HU11","Budapest",2,"new region, equals ex-NUTS 3 region HU101","HU11=HU101",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HU12",18587.97,"actual",NA,"HU12","Pest",2,"new region, equals ex-NUTS 3 region HU102","HU12=HU102",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HU21",17377.38,"actual","HU21","HU21","Közép-Dunántúl",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HU22",18148.34,"actual","HU22","HU22","Nyugat-Dunántúl",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HU23",11372.74,"actual","HU23","HU23","Dél-Dunántúl",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HU31",13094.26,"actual","HU31","HU31","Észak-Magyarország",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HU32",17099.89,"actual","HU32","HU32","Észak-Alföld",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","HU33",16330.07,"actual","HU33","HU33","Dél-Alföld",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","IE04",18489.14,"actual",NA,"IE04","Northern and Western",2,"new region",NA,TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","IE05",51886.89,"actual",NA,"IE05","Southern",2,"new region, made from ex-IE023, IE024 and IE025","IE05=IE023+IE024+IE025",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","IE06",92356.16,"actual",NA,"IE06","Eastern and Midland",2,"new region",NA,TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITC1",125560.29,"actual","ITC1","ITC1","Piemonte",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITC2",4410.72,"actual","ITC2","ITC2","Valle d’Aosta/Vallée d’Aoste",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITC3",46424.09,"actual","ITC3","ITC3","Liguria",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITC4",344976.88,"actual","ITC4","ITC4","Lombardia",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITF1",31400.92,"actual","ITF1","ITF1","Abruzzo",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITF2",5971,"actual","ITF2","ITF2","Molise",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITF3",99366.53,"actual","ITF3","ITF3","Campania",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITF4",70231.4,"actual","ITF4","ITF4","Puglia",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITF5",11423.24,"actual","ITF5","ITF5","Basilicata",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITF6",32308.33,"actual","ITF6","ITF6","Calabria",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITG1",86865.82,"actual","ITG1","ITG1","Sicilia",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITG2",32559.75,"actual","ITG2","ITG2","Sardegna",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITH1",20817.53,"actual","ITH1","ITH1","Provincia Autonoma di Bolzano/Bozen",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITH2",18426.97,"actual","ITH2","ITH2","Provincia Autonoma di Trento",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITH3",147266.42,"actual","ITH3","ITH3","Veneto",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITH4",35163.78,"actual","ITH4","ITH4","Friuli-Venezia Giulia",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITH5",144033.67,"actual","ITH5","ITH5","Emilia-Romagna",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITI1",106632.14,"actual","ITI1","ITI1","Toscana",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITI2",21205.74,"actual","ITI2","ITI2","Umbria",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITI3",39196.42,"actual","ITI3","ITI3","Marche",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","ITI4",181101.65,"actual","ITI4","ITI4","Lazio",2,"unchanged",NA,TRUE,TRUE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","LT01",22915.21,"actual",NA,"LT01","Sostines regionas",2,"new region, equals ex-NUTS 3 region LT00A","LT01=LT00A",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
"MIO_PPS","tgs00004_mio_pps","2","million purchasing power standards (pps)","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","Regional gross domestic product (million PPS) by NUTS 2 regions","LT02",35067.82,"actual",NA,"LT02","Vidurio ir vakaru Lietuvos regionas",2,"new region, ex-LT00 minus ex-LT00A","LT02=LT00-LT00A",TRUE,FALSE,"2007","2018",2020-03-23,2020-03-23,2020-04-15,2020-03-23,"table"
